nro_cliente,sum_fact,sum_duracion
2414,829.4856535,580.1764225
2415,560.1191368,156.8404726
2418,11.69120847,133.5589156
2417,47.95321546,426.5478685
2416,1660.864737,536.2720171
2419,951.8025736,177.7445032
2421,940.1130628,393.5518086
2422,719.0750931,576.4298682
2424,1.317163033,304.1736983
2420,984.368,30
2423,512.7409087,398.6394567
2425,935.7803621,220.4249607
2428,816.6137668,128.4913887
2426,440.0950866,157.6495699
2427,859.1267,486
2429,837.4768329,111.6151754
2432,934.3986951,577.5131374
2431,739.5438822,59.45918739
2430,613.8194449,362.4362326
2433,1521.54771,12.03729757
2434,1080.896578,614.5914361
2435,1437.766271,332.3333461
2436,1948.525211,161.8364873
2437,814.1329,657.3421004
2438,311.3505901,447.8863955
2440,795.8003803,525.5615765
2439,316.0102,30
2443,566.0142478,137.415977
2441,715.5003489,469.7560169
2442,1043.684981,56.26155049
2444,630.0105758,354.6271953
2446,418.1882145,96.37268554
2445,176.1482286,551.2992177
2447,701.5811908,678.1952261
2450,116.9374078,210.1546022
2449,775.515951,463.9104189
2451,809.0130009,651.6322398
2448,735.1728265,639.5665987
2455,850.6510584,299.0118444
2452,298.018593,533.3888035
2454,418.3896729,580.4790495
2453,1052.089964,636.5980664
2456,388.806077,138.7933348
2457,52.06924613,575.6832419
2458,1298.833693,480.879634
2461,82.04900197,98.70018536
2460,1448.820595,86.64556908
2459,722.753913,185.647266
2462,579.0544943,412.2966213
2468,57.23283458,123.9610721
2464,338.0553136,175.4925864
2463,847.5758,60
2467,1199.645139,37.08412975
2470,519.5389219,294.8950103
2466,773.9013746,528.8960508
2471,747.9932594,306.7157888
2473,574.5510062,11.3267943
2472,1018.049153,213.8015383
2474,523.431773,587.145374
2469,804.6315438,243.7215215
2475,447.5704508,114.6516551
2476,2110.07556,1520
2478,260.9967576,162.0542916
2479,768.1467922,438.6302981
2465,1454.210295,337.3931904
2477,1752.981389,186.6968231
2481,866.972659,368.5768394
2480,1266.838379,141.1540489
2482,1225.208284,342.5547879
2483,527.2066084,427.5972038
2484,391.5993129,366.9785715
2485,1471.44266,335.7513861
2489,572.90805,108.3384392
2488,291.1802287,322.2404489
2486,924.8990588,630.2979388
2487,736.0271453,388.3361626
2491,993.307061,360.3027953
2490,1144.213495,49.25636785
2492,494.4486657,304.4587781
2493,2037.273884,458.0868227
2494,931.9062669,76.66322253
2497,706.5517,35
2495,922.9946864,486.6612863
2496,267.845394,650.3171099
2499,715.5189638,375.7819799
2498,671.0220433,187.0570749
2500,744.865468,429.7707131
2501,545.277607,254.4614889
2504,64.70991231,321.6575177
2502,1122.391458,218.702342
2506,238.9385733,12.56072043
2505,227.0754435,477.3018661
2503,90.44264949,478.7210949
2508,589.2227852,673.973772
2507,34.62300432,658.0896552
2509,587.646262,47.03638826
2510,120.3566406,583.7923088
2512,577.0772112,96.83573532
2513,832.0707473,142.7529093
2511,1271.3637,112
2514,832.9520976,155.4962765
2516,70.51946719,467.7629115
2515,542.4742498,453.3341232
2517,1421.8324,181
2520,1133.369036,211.1624329
2523,614.65164,168
2521,1351.236051,40.6899028
2524,1612.421548,562.2971323
2522,1312.691998,489.6043709
2518,606.1447368,247.2895195
2519,1374.717033,641.4072995
2526,526.4666354,183.8470707
2525,837.3443717,23.34223543
2527,637.451529,140.9592666
2529,536.4087758,132.433567
2528,524.2178957,104.4571722
2531,273.6166209,141.4364706
2530,316.2405252,563.2255107
2532,170.929239,170.7060599
2533,495.9286184,628.1130722
2535,547.0722565,678.3547861
2534,1017.321735,360.1375542
2536,545.7275968,475.8485181
2538,1394.664861,445.1348793
2537,249.8974712,616.858518
2540,805.4535148,228.0596432
2539,834.2352804,663.5918343
2542,1038.639916,188.7689476
2541,294.7316431,53.83030799
2545,1266.48297,395.0363037
2543,783.9465499,621.750338
2547,402.0868573,647.5366739
2546,360.9105249,429.5075859
2544,135.8324411,539.0414036
2549,411.1819787,432.156011
2548,942.7242966,594.9254875
2553,54.0295863,608.2885845
2552,238.6952497,407.605554
2550,509.2396193,207.1005659
2551,18.55169172,270.2745578
2554,853.5952708,623.2758415
2555,47.1329515,643.6746417
2556,959.6506019,190.8875473
2558,597.54263,24.6076016
2559,60.1947051,596.2004839
2561,133.0781779,44.59167101
2557,98.05016469,33.88890069
2563,1884.250712,586.7269342
2560,764.5600645,525.0563225
2562,2459.8734,4065
2564,682.734404,247.5980979
2566,194.7736665,632.5132234
2565,1330.052527,509.2865721
2568,951.6542855,197.7037618
2569,48.67277491,260.4484615
2567,1742.154132,526.1472748
2570,615.5252185,440.2523819
2571,1199.852555,271.5512153
2572,413.9838353,116.8193368
2576,181.5825595,80.19394497
2573,305.9150006,665.0412329
2575,774.4477262,326.073692
2577,110.2908792,481.6193052
2574,404.3943461,355.9540119
2578,848.3536155,366.1642621
2581,611.6572033,138.4040078
2580,1019.182,60
2579,886.7281575,314.6766677
2582,563.9476948,47.95994714
2583,808.3861099,226.3459951
2585,765.4033686,265.0488964
2584,1175.651489,547.8343319
2586,377.4976153,70.40525088
2587,399.8118745,444.1405119
2588,112.6121762,375.9257735
2589,295.5783442,203.3412209
2590,239.7,98
2591,98.69839129,190.3361619
2593,799.5766,572
2592,1574.679847,364.6494544
2594,704.0825673,142.3534414
2595,744.3771098,647.7130755
2596,564.2413209,207.1087398
2597,720.1354412,138.5514712
2598,970.2963649,234.4584783
2599,266.4939022,269.0215489
2601,1579.850918,422.4195293
2600,1029.798046,56.33424653
2602,11.79637544,413.8542872
2605,107.0969182,311.0537467
2603,447.8942774,616.2408699
2604,191.6440817,509.7804642
2606,1206.988291,67.30399798
2607,597.4175451,1.689100592
2608,904.5305275,346.235755
2609,1005.294424,591.5912825
2611,2596.45824,30
2610,708.2346898,332.4061355
2613,1488.294793,354.6656584
2615,373.4610366,452.0212898
2612,382.7791837,655.3421852
2616,1058.191165,5.755650321
2618,908.4017246,396.8833724
2614,500.629555,249.095725
2617,1033.824981,430.4271474
2619,191.3283166,159.7086475
2620,993.8386345,62.25193805
2622,1402.077068,241.1535273
2625,428.2829694,47.64093873
2624,471.1464736,510.0763362
2621,102.3413119,637.1968519
2626,553.8993892,158.5105707
2629,684.1527903,104.1601032
2628,349.6317531,335.6452584
2627,1070.997588,651.3846742
2631,1324.376024,195.7165311
2630,304.274367,563.2898005
2632,1733.0484,224
2636,930.2777881,93.91611271
2623,710.7856508,660.2874166
2634,492.4142114,421.2300274
2635,1617.202829,569.5890404
2633,436.5847829,526.8676486
2637,602.0372,55
2641,422.211805,165.6844849
2638,771.9223056,326.7209451
2642,663.9070737,116.2416444
2639,111.4573292,50.78298139
2640,102.5922426,452.5912973
2643,1431.258949,305.9409383
2644,1565.86644,7.799058872
2645,1347.803494,491.6114192
2646,203.2490015,222.5689326
2648,596.0742849,497.1261063
2647,1421.518923,496.0974749
2649,567.5034147,231.496039
2651,1199.3649,333
2654,1942.779199,279.4772085
2652,342.0649889,536.2877758
2653,491.97468,30
2650,933.8209936,391.3799598
2655,1394.602493,92.2012804
2656,1017.782192,61.11474472
2657,306.5445704,416.1016549
2658,13.88689481,135.5026924
2659,952.8484452,245.4217562
2660,265.5500121,127.5531179
2661,81.27589946,515.8862761
2662,361.3065612,150.1236429
2664,1269.140627,2.994143058
2663,103.6443246,313.0029634
2665,283.8121658,353.943155
2666,986.7028985,247.26436
2667,468.3435532,554.5633045
2668,684.6266491,224.9783706
2669,719.3384794,587.5497408
2670,848.1489029,326.7473458
2671,449.4002623,665.9238562
2672,1887.38235,30
2673,605.3079742,667.8011294
2675,316.2762109,5.289897981
2674,272.0735743,258.4997739
2676,970.1071709,443.7591496
2678,106.6809419,504.4511451
2677,823.4690315,120.587749
2680,237.7760422,454.6741196
2679,273.9955109,145.9412218
2682,858.61716,30
2683,32.56438879,210.7886409
2681,770.4929865,451.3198153
2684,1806.1116,338
2688,349.9332594,446.8333025
2685,1626.201536,2.920802415
2686,1806.1722,1801
2687,5455.4976,4558
2691,731.5172525,320.5217035
2689,229.1623588,379.3929656
2692,1157.908017,595.4083834
2695,993.446587,308.841161
2694,360.8477909,602.6271654
2696,181.6686092,76.5500979
2693,500.899118,326.1771165
2697,695.3709849,173.0297267
2690,98.69816468,281.4974392
2698,819.9578,30
2699,984.1986594,512.1085213
2701,32.14175968,222.0207736
2705,68.20771234,390.7957053
2700,169.9571397,565.5719832
2703,1451.194717,597.5883648
2704,2051.657942,561.7281264
2707,335.2664333,29.13233711
2702,547.1084946,492.0299169
2708,477.5716781,325.7161653
2711,964.4165198,88.62243373
2712,443.0021861,257.4178401
2710,782.1139094,295.3074159
2709,203.7438548,603.9314342
2706,807.4071346,543.2963745
2713,838.3124333,121.0093188
2717,964.1761926,680.4021384
2715,7.006513438,554.5873458
2714,1184.987524,433.551781
2716,350.5777595,590.362659
2718,103.1799425,298.879569
2720,422.2838731,117.3547931
2719,111.8666692,324.641098
2722,550.744657,527.5231508
2723,1394.374345,84.27326246
2726,474.3529748,661.6110821
2721,3390.3032,311
2727,102.0752594,78.47567578
2724,383.2099138,152.3839126
2725,3.477876928,160.7950363
2728,622.1869606,492.106167
2729,1469.260629,67.55938237
2731,144.4760066,671.5176824
2732,62.31393671,441.5623082
2733,381.7385232,611.9067832
2730,1098.368622,545.2102687
2735,422.1562493,334.4240923
2734,1611.20193,60
2736,454.2624436,430.5362219
2738,1367.396822,201.6493123
2737,647.1458444,612.0303734
2739,384.5400951,145.0698338
2740,277.8425716,595.6207743
2741,1022.299099,449.5914501
2742,809.3789313,328.7411126
2744,486.4081524,274.54084
2743,584.5225317,126.897267
2746,1464.232667,677.9656473
2747,833.4051373,567.6040305
2749,39.33560948,62.82963374
2745,428.3305151,589.2098695
2751,710.5026731,112.7338236
2748,2542.7274,749
2753,744.4584713,381.4115575
2750,1170.919594,600.589147
2754,248.6269092,343.4634033
2755,1463.344682,541.4723506
2752,1019.348968,18.16389219
2756,277.4929208,397.4503795
2757,1970.385345,56.40970939
2760,1069.509802,624.1788615
2758,1016.934275,617.3030263
2759,228.290663,428.4001961
2761,601.0926416,488.6214101
2762,669.1434528,60.29114089
2763,1254.852204,555.1189597
2764,1207.836637,619.1865346
2767,848.2475998,58.73142926
2768,1034.238521,278.3947987
2766,585.2336943,224.0442742
2765,343.5036413,381.7419251
2769,51.32406719,389.7339665
2770,969.5461952,191.6699175
2772,936.5158296,364.0626015
2771,272.4531733,283.1408006
2774,291.1932088,424.5421036
2773,279.30525,637.1091656
2777,758.6673118,594.8433716
2776,944.3992388,200.1187829
2775,1054.836506,126.077434
2779,275.9934661,71.96501282
2778,443.2494642,203.4984185
2780,264.5198013,667.577727
2781,1104.52848,337.3785029
2782,940.1423196,200.6412147
2785,290.6705039,560.5251873
2784,1090.066989,348.2362581
2786,1043.373928,191.5251516
2787,431.9736734,439.6051151
2783,128.7667735,174.4095529
2788,1094.612535,18.64206725
2789,39.15483037,213.2043958
2790,805.7874082,283.0889879
2791,645.6201757,196.7327829
2793,996.4292007,27.7772292
2792,862.4592387,244.7593979
2796,665.0869917,311.3215271
2797,631.8698728,88.56300959
2795,1015.088018,289.9520884
2794,452.6249112,547.2835876
2799,169.7712691,616.7283469
2798,1357.028846,383.8139252
2802,477.970014,560.0307352
2800,1217.920109,396.10585
2803,709.854904,330.1780102
2801,1532.847079,446.2799175
2804,430.0114578,295.2478839
2805,144.7973916,432.5341111
2806,448.7182981,305.3270021
2807,2542.7274,450
2808,354.8211535,77.7860951
2810,512.5960636,131.7151144
2809,1221.369913,530.9756716
2811,346.5476668,213.3901197
2812,686.5480975,451.9917022
2816,1016.754008,42.52968245
2815,861.2888801,100.0797564
2819,250.1081643,591.3673038
2818,1084.246155,108.353293
2817,753.7910671,450.0800661
2813,372.5549926,106.1495312
2814,763.6514362,560.1119042
2822,500.7325478,508.9325031
2821,364.6528838,486.641994
2823,731.2353618,547.299357
2824,1161.293264,423.1274614
2825,922.0460626,290.7378525
2820,623.5361503,507.434152
2826,196.3594615,231.6387712
2829,738.3696837,606.7712651
2828,667.0083821,408.1706942
2827,240.3597005,361.2870739
2830,1508.440988,288.4881882
2831,1269.784376,463.3427507
2833,1026.689857,432.9075135
2832,238.9506926,130.786132
2834,941.9176216,134.9553278
2835,371.1071654,452.7653608
2836,1695.1516,168
2838,591.3144161,206.2331067
2837,1032.45406,395.8937786
2839,652.6030912,142.1788547
2841,2288.7744,418
2840,657.9938433,137.9595922
2842,94.07587636,305.2946009
2843,534.7684922,334.7551419
2844,1006.055408,504.1991892
2846,78.50648668,53.50066425
2847,722.44464,717
2845,1131.075995,52.99528632
2848,977.1453927,208.5803498
2851,915.8482537,100.1187704
2849,164.8254179,539.2305331
2850,560.2657716,641.8227825
2852,1028.153189,325.1543919
2854,1199.326129,382.5581538
2853,8.386704449,497.5072067
2855,31.12319003,156.3801545
2859,1034.89311,67.28140265
2861,109.500631,581.7545744
2857,883.1194937,641.3051651
2860,231.2903666,560.0626255
2858,771.2205296,403.6515623
2856,407.7241302,277.9371304
2862,618.0535893,576.7766655
2863,1331.586314,454.9851927
2864,1223.359574,494.115629
2865,232.3437304,514.0749094
2866,2056.81746,50.54301888
2868,1040.942903,44.28557467
2867,1057.657304,211.8539974
2869,152.3144214,497.1680814
2870,508.3716622,372.8979594
2873,907.1523419,271.9630467
2871,179.5723543,97.19957653
2872,482.4476127,426.9605803
2874,885.4127111,172.331259
2878,709.0025225,116.4886549
2876,395.8395336,678.6846315
2875,698.5369131,36.45834665
2877,1307.942834,575.653427
2879,780.0693861,655.154086
2881,527.2165684,595.3670127
2880,344.9853636,566.777328
2882,444.6722245,380.7203541
2884,1320.343312,502.7835252
2883,87.4135182,89.42521802
2886,508.7110348,235.3481472
2885,1016.954084,545.2807024
2889,1045.256499,331.7859943
2890,2191.40964,2465
2888,1309.347383,664.4780356
2891,189.9415363,77.69178327
2887,907.5725202,269.5481565
2893,831.5208883,215.6139081
2894,94.00064271,448.5360763
2892,1063.320919,82.43220637
2895,1060.448207,672.8629293
2896,33.90122997,96.48477599
2898,601.0009465,89.35964079
2897,301.0287,30
2899,722.2835722,318.8682151
2900,1060.971071,605.4571631
2902,611.13404,147.3922589
2901,800.6657139,631.4869617
2904,782.64836,51
2906,1092.842461,642.3817465
2903,640.4794437,197.0235326
2905,846.7047269,585.0038314
2908,938.4960422,521.4611288
2909,315.064142,334.3906482
2907,893.232425,59.43375068
2910,1000.674199,677.4765996
2911,332.037,131
2912,1239.3861,30
2913,11.7311666,43.44371892
2914,492.0531048,262.3698566
2915,215.2291848,251.8985059
2916,986.8752046,306.9213545
2918,118.6303735,182.1161161
2919,7.395844343,315.1414102
2920,3051.2727,2100
2917,307.4841667,265.2996746
2921,1204.0744,30
2922,599.0779969,174.5284071
2924,576.2330444,26.7992319
2923,643.995439,181.5993387
2925,1095.986673,541.4216934
2926,793.7847473,104.6312446
2927,30.60599531,270.6195251
2929,1379.843592,521.2393479
2928,72.17227009,141.8803781
2930,240.3379692,645.3636087
2931,1930.149224,207.0589557
2934,987.54032,371
2932,161.0154483,504.420157
2935,744.365721,536.5390247
2938,245.773876,107.6505272
2936,74.79751722,553.5926536
2937,679.3862432,284.4042331
2933,317.3133383,242.6139546
2942,760.2573153,344.8834387
2944,883.9662831,188.6594758
2939,970.0281008,649.3132417
2940,571.7378101,123.7231678
2941,378.0696644,196.7077459
2943,624.7856311,210.5778555
2946,1840.924803,482.8876683
2945,230.2725125,387.5044765
2947,1271.379,161
2948,200.6069295,176.5351327
2949,51.51781288,651.1958518
2950,1417.041403,294.9100383
2951,1198.305326,214.196705
2953,1695.503027,652.9281791
2952,1151.004767,227.5463047
2954,898.4471711,21.17826934
2956,178.0990889,615.5942364
2955,1477.551666,95.22132036
2957,692.2395598,44.99226216
2959,596.2050564,226.88165
2958,811.9040874,362.8034425
2960,108.1858512,550.9617008
2961,344.2388358,177.8480423
2963,602.0372,30
2962,1280.466514,605.7943655
2966,404.8860114,639.1048212
2964,747.9583742,591.0388087
2965,529.1391928,18.14774804
2969,833.0041848,76.10169063
2967,920.2544858,43.5348342
2968,456.0632333,180.9400338
2972,822.8211704,504.5808561
2970,693.3509738,66.84177458
2971,1079.841173,213.1768312
2973,664.4440647,323.1049412
2974,2648.85615,1452
2980,556.3381982,608.9798916
2978,105.839051,595.9266668
2975,1381.933287,664.373607
2976,276.3476965,99.87551134
2979,366.8936284,108.9579635
2977,490.5697319,286.755918
2981,643.8015366,154.221497
2982,126.4648337,597.6006496
2985,52.08634331,379.3605477
2986,421.4281,30
2984,169.0764354,183.1387239
2983,683.4914698,183.2212936
2987,315.2928539,151.1077405
2988,986.9867571,78.27164689
2990,95.17827025,109.5406316
2989,1257.8842,52.22901635
2991,225.6807063,109.665391
2993,327.9871,120
2992,658.6985826,289.8742007
2994,846.6044674,476.2496905
2996,355.1562256,533.1764226
2995,922.1632266,636.9460693
2998,1427.290069,60.19860497
2997,871.1180474,368.3678728
2999,241.5759759,637.8844868
3000,533.3559312,16.69355284
3001,162.8430703,418.0229533
3002,260.3697023,385.8729504
3004,1286.378956,523.3733626
3003,879.4616268,416.7721403
3005,1844.90505,486
3006,1368.023044,598.5182254
3008,638.6570196,132.2848307
3007,949.2643624,484.5339467
3010,447.4532117,428.3328777
3009,321.2678756,79.32232141
3011,64.19482436,316.4379009
3012,19.22938084,186.5367973
3013,343.8379059,102.0346013
3016,896.4108428,653.5124095
3014,1204.337333,532.0929519
3015,618.2336568,271.8481107
3017,125.4508381,252.4286208
3019,709.7957588,249.2230853
3020,946.6765389,408.2981635
3021,1777.754096,680.5066607
3018,9.025068217,506.220276
3022,197.7009698,34.14155203
3025,31.60616972,350.1734892
3024,545.5078383,64.84912894
3023,1371.496469,348.8784418
3026,648.6864978,47.84501507
3028,1545.148612,632.9809124
3029,973.0216337,384.1259956
3027,656.9111844,296.0466975
3030,517.9300851,207.2735954
3031,1377.155008,268.1416495
3034,435.2069681,48.82191979
3033,749.3946268,639.0706614
3035,463.72914,30
3032,739.2493873,2.332330597
3037,1497.320836,85.39303109
3036,130.8471168,480.8191988
3038,408.8083245,150.863377
3039,602.0372,382
3044,1013.791421,676.9767489
3043,1553.786546,673.8920186
3042,388.0491323,215.704628
3046,660.3020413,651.8009448
3041,77.22608727,676.9934353
3047,1106.804509,340.3739336
3048,1008.9792,1431
3040,472.9847885,674.8372519
3049,726.3080597,362.3406905
3045,462.1853419,596.9626432
3051,592.7285009,447.6973503
3052,408.3703885,101.8967072
3050,87.3082506,241.0123899
3053,1387.096112,399.1918673
3056,749.1898606,558.6097255
3054,2143.995183,589.7582462
3055,846.5015603,150.1738894
3057,264.4218763,492.8666693
3058,280.9617277,583.9335439
3059,457.968,30
3060,722.44464,60
3061,798.207499,590.6665713
3065,973.8659922,112.4572867
3062,560.544,144
3063,8475.758,6710
3064,815.0271547,253.8805656
3067,151.9803466,437.2217086
3066,284.6625845,94.97446775
3072,546.205002,543.8112391
3068,642.7467071,113.1911332
3069,355.1457145,341.4085535
3070,421.4281,1126
3071,1076.035953,95.14374932
3074,433.9071264,577.3772687
3073,211.8060107,3.028752332
3078,7.825652572,372.6800646
3080,451.5228,103
3077,1125.468765,307.5063072
3075,144.1479827,29.1717909
3083,1215.0366,30
3084,70.86298535,481.1825358
3076,335.7973281,382.8358402
3082,7377.19388,2697
3079,163.7417457,107.8977905
3081,444.985385,601.3822701
3086,459.2954448,561.7107463
3085,1093.671444,22.47225328
3088,768.0188899,223.5175439
3087,587.3676294,551.8760004
3090,1083.247577,92.56994984
3089,948.9009202,535.7477351
3091,592.4665563,126.4780453
3092,146.9725399,488.0407021
3094,1495.894752,291.5169632
3093,63.27688403,88.08326919
3095,1837.48292,60
3096,1024.685309,511.6884061
3097,855.3899774,468.4015393
3099,219.8176241,436.7224321
3098,1024.235206,54.70509422
3101,601.1353494,221.29929
3100,942.347479,439.2272845
3102,847.2709168,133.3941455
3104,940.3894802,155.9631667
3103,1098.3925,2442
3106,731.2289326,148.8570949
3107,1039.265475,338.2253534
3105,825.317,223
3108,362.3792438,257.8071566
3110,979.9396097,417.0928703
3112,164.5216,60
3111,555.3309775,665.8005297
3109,1243.120584,404.9062291
3115,33.83301968,485.9903431
3116,785.619693,289.3748135
3114,1829.821012,169.7246173
3113,194.8309156,614.5464904
3117,440.1565288,603.4542683
3118,884.982079,105.5212038
3121,679.6330937,485.2861424
3120,535.1808158,476.3780761
3119,1276.220624,309.6842466
3122,432.7853416,196.8820224
3124,753.3511156,238.4035431
3123,923.8068706,514.1943734
3125,1451.902919,655.0969479
3127,764.3884864,50.99656051
3128,2323.7616,638
3126,669.8221516,434.3953111
3130,155.0187471,5.093694777
3131,344.2397095,261.4355464
3132,993.5520345,663.794719
3129,949.8159188,646.4982992
3133,331.3661387,446.3292747
3134,603.5332366,386.4739399
3135,1363.631449,374.4134101
3136,843.3012402,496.9959608
3139,2004.5313,254.2104129
3142,1264.2843,130
3141,1291.550873,363.0469949
3140,267.5550891,6.408870503
3137,4.784883791,3.413569592
3143,918.3032579,398.2380658
3138,657.4282299,5.642914962
3145,1052.57742,660.2773019
3146,1077.391753,221.0239749
3144,806.0504322,155.4830007
3147,1118.684886,306.4581776
3148,1551.063389,307.0777546
3149,868.8547326,653.7056534
3150,370.8869492,184.646267
3151,79.19772276,289.0282492
3152,644.4574225,540.0681433
3153,543.2552669,100.8905601
3154,269.4586294,291.9185089
3158,1549.057266,244.8580724
3157,356.1530637,579.2061271
3155,464.3728158,66.67735976
3156,238.6934419,187.6236306
3160,54.70180039,142.966817
3159,317.4036346,234.3411173
3161,647.7491592,162.4074711
3162,1053.926397,276.0198056
3163,1100.578614,640.7224868
3165,487.094903,126.2708151
3164,978.080804,58.04650238
3168,66.42949863,659.7811239
3166,616.264459,369.8244086
3167,865.2337214,80.31747264
3170,1187.794958,392.1767051
3169,1595.152603,139.6733938
3171,1390.326702,155.3986277
3172,593.2233926,194.821993
3173,331.6679413,430.3571175
3174,1190.258824,630.8608545
3175,1637.554863,392.6962654
3176,889.8327104,17.5510432
3178,379.5137114,172.6049184
3177,1483.932965,127.0115631
3179,710.4225996,448.4802215
3180,180.2879575,168.8826505
3184,1255.275934,462.5363397
3185,845.6864028,338.4406994
3182,630.5292477,390.0051625
3183,979.6434238,192.1569446
3186,679.5219166,9.38411112
3181,587.5115307,38.04741377
3187,409.9789,399
3188,663.2920773,196.2798849
3191,1037.359578,65.23741038
3190,270.9273386,359.5713538
3192,439.3831542,88.94772646
3189,561.6743088,47.13248348
3193,1364.768843,305.2535865
3194,1703.987845,193.4769461
3195,845.9248945,390.4731908
3201,307.0284866,192.3515222
3198,1077.792118,503.0746763
3200,503.2256368,162.6695309
3199,336.8831117,313.7507333
3197,999.2526681,68.26372331
3196,36.81437435,429.1113182
3202,187.0326448,479.2147794
3204,1432.982513,369.4800413
3203,314.1508651,193.7783805
3206,109.5706734,669.3744183
3205,1369.508664,430.9528723
3207,955.5407185,267.4493574
3208,1437.12818,417.8736087
3209,1430.211898,514.5514464
3210,656.8163378,583.3470532
3211,485.1616507,352.1425898
3213,378.2577838,462.1335871
3212,282.1020431,651.6777533
3214,264.4535919,226.8407082
3216,825.3932839,524.9111703
3217,21.41116697,446.3840645
3215,1450.650742,294.970666
3218,104.9801185,602.7118205
3219,182.710761,285.5941917
3220,760.5344032,466.1931527
3221,616.8599782,497.8586429
3222,856.6702,143
3224,150.2052101,436.4156943
3223,1527.856008,160.1340745
3225,193.3212338,10.1312286
3227,751.0786487,226.3569799
3226,1201.600949,61.308287
3232,230.178504,15.65742181
3228,1516.737274,86.06370044
3229,632.2501211,340.3108469
3230,633.5859433,316.7948991
3231,179.9209564,269.4636461
3233,45.80430868,152.6154504
3234,190.995675,360.420628
3235,409.9789,197
3237,1007.412099,636.5529841
3236,192.1598734,252.4991674
3238,1109.365206,185.6781927
3239,729.8580917,87.22790294
3243,319.4046249,603.9945302
3242,2135.980142,126.4070096
3240,1034.095532,613.3394454
3241,1069.515315,397.5590207
3246,536.1429701,333.8630718
3244,819.2587667,346.0909121
3245,103.7241142,546.9450461
3248,7.179306445,236.6922425
3247,1476.907629,445.7258398
3251,680.3406604,529.0483412
3249,1168.803445,302.4599446
3250,460.8468786,354.2804973
3252,642.1061468,454.0858055
3257,870.9607073,6.602898418
3253,711.4963876,405.3905672
3254,644.8884601,608.4164077
3255,234.0430868,184.2114982
3256,847.5758,30
3259,191.2895941,538.0040204
3260,512.6987859,628.7494224
3258,665.421031,271.2885191
3262,302.3142198,50.51236458
3263,665.2959265,606.5704769
3261,761.422977,331.5258236
3264,900.673308,564.9850234
3265,305.2811693,446.9691361
3267,689.6546909,18.86521114
3268,673.2109598,149.9710583
3269,769.5643393,77.88836867
3266,601.0129283,609.2731382
3270,567.9199499,308.3568672
3271,706.7242,301
3273,777.1846361,2.065031954
3272,39.61222605,125.5634055
3274,112.1164088,154.8797562
3278,0,34
3275,762.8016144,87.50699018
3276,1464.086764,400.6841544
3277,1393.975863,570.1538109
3279,826.8843487,118.8162671
3280,775.5211382,96.33230263
3281,160.4139672,14.86839802
3283,413.698545,356.5766457
3284,480.4695788,588.6865435
3286,360.7800448,529.2789374
3282,350.2660843,208.1588775
3287,5962.33875,477
3285,832.4664858,352.1883896
3288,404.6021502,585.435291
3290,1107.088372,195.4945721
3289,855.8070016,147.608176
3291,806.1969024,316.1578852
3292,547.6501447,402.8768768
3293,1316.01103,611.3790239
3294,257.9175037,163.956921
3297,971.9038062,194.9539933
3296,511.0761995,211.3282879
3295,698.3393081,593.4295306
3298,356.8645677,383.3744682
3299,923.3521543,63.20160311
3300,2996.40628,5405
3303,367.4478552,128.9147537
3304,336.6158933,620.2284134
3302,659.9125,60
3301,315.7982061,149.7014536
3309,791.7945059,57.98951591
3307,365.5586544,453.7014424
3306,951.0287051,288.1921074
3305,293.0675963,259.3745519
3310,1242.560356,26.52222919
3308,402.6481442,84.8848661
3313,183.8857554,623.9009665
3311,703.35852,30
3312,1148.18205,680.4430904
3314,80.5049696,292.4050717
3315,1225.665415,511.9425973
3316,682.8339745,39.51415149
3317,138.0614931,523.4847158
3318,1001.102002,454.9187167
3319,1418.475667,518.7834376
3320,931.3615709,158.9389398
3321,31.67529034,181.107124
3322,906.0663237,353.6297337
3323,882.331739,662.132362
3329,2035.674791,186.1916752
3324,823.0896052,199.9939939
3327,162.931676,246.8510334
3326,496.3691959,234.7622006
3328,458.3832722,676.797784
3325,1065.605666,127.4398643
3331,2003.617164,359.4628938
3330,1122.095658,359.532813
3334,1006.084876,303.444633
3333,245.0107825,219.0171966
3332,573.8899719,135.9147419
3335,354.8045627,219.3591909
3337,730.7918118,536.1295634
3339,830.6268144,469.6596484
3338,371.1526246,389.7974057
3336,138.0103851,85.5578015
3342,357.4476586,416.2846241
3340,1484.306568,472.4135563
3341,483.87647,209.0328488
3344,160.7612391,533.5138882
3343,847.586,1727
3345,986.6693121,422.4897301
3346,671.6136826,1.441308903
3347,506.541444,477.6243778
3349,342.0536425,518.5398704
3348,1373.245159,217.8808334
3350,878.3165444,115.9649033
3353,376.8471358,325.4525331
3351,697.2984257,669.2058744
3355,181.5552048,389.8448663
3356,805.4768022,154.0805931
3354,319.3841501,592.0066075
3352,32.83423605,407.1344905
3357,384.2449634,158.3914838
3358,1631.776621,653.4582605
3360,870.2871726,129.1737512
3359,789.427993,566.4087443
3362,911.8331907,57.59013419
3363,721.0649395,100.8211477
3361,324.7788627,7.893626632
3364,1025.338492,92.29549555
3367,737.2400485,597.2231333
3365,1268.070673,615.5824431
3369,1104.924546,593.7956614
3368,49.48411826,224.2080099
3366,401.6112,60
3370,1038.491566,471.7912396
3372,1338.276598,73.77383761
3373,344.7271672,673.0591677
3371,1240.445043,29.53671025
3374,820.332745,384.6250673
3375,683.9449898,248.6923111
