user_id,nro_cliente,install_time,platform,country_region,city,gender
3c120131,3258,2018-06-30 20:18:59,Android,Buenos Aires,Ramos Mejia,female
3c12c99a,3262,2018-07-05 14:35:40,Android,Buenos Aires,Quilmes,male
3c1497d4,3263,2018-07-07 4:42:44,Android,Buenos Aires,Mariano Moreno,female
3c1a95ca,3261,2018-06-30 22:26:37,Android,Catamarca,San Fernando del Valle de Catamarca,male
3c257092,3264,2018-06-30 21:02:33,Android,San Juan,San Juan,female
3c26c418,3265,2018-07-02 22:56:14,Android,Cordoba,Santa Magdalena,female
3c2afdd5,3267,2018-07-05 19:51:35,Android,Entre Rios,Villa Angelica,female
3c306dcb,3268,2018-07-03 1:31:31,iOS,Cordoba,Córdoba,female
3c33d328,3269,2018-07-05 14:32:35,Android,Buenos Aires F.D.,Buenos Aires,male
3c33fc2e,3266,2018-07-02 1:12:39,Android,Jujuy,San Salvador de Jujuy,female
3c382c22,3270,2018-07-06 23:55:49,Android,Mendoza,Lujan de Cuyo,male
3c3b8fb8,3271,2018-07-02 23:51:09,Android,Mendoza,Mendoza,female
3c42b1c0,3273,2018-07-04 6:12:44,Android,Buenos Aires,Florencio Varela,female
3c4483d5,3272,2018-07-04 22:40:53,Android,Buenos Aires,Bahía Blanca,female
3c48aa9d,3274,2018-07-06 20:40:01,Android,Neuquen,Neuquén,female
3c4a2c42,3278,2018-07-03 0:47:07,Android,Cordoba,Córdoba,male
3c52a636,3275,2018-07-07 2:30:26,Android,Formosa,Formosa,male
3c53fe02,3276,2018-07-03 18:37:50,Android,Catamarca,San Fernando del Valle de Catamarca,male
3c568e18,3277,2018-07-04 3:39:18,Android,Buenos Aires,San Miguel,male
3c601ee,3279,2018-07-04 11:32:53,Android,Buenos Aires,Merlo,female
3c642adb,3280,2018-07-06 3:05:45,Android,Tucuman,La Madrid,male
3c644449,3281,2018-07-06 2:03:52,Android,Chubut,Comodoro Rivadavia,male
3c658087,3283,2018-07-04 18:33:18,Android,Buenos Aires,Caseros,female
3c6735ac,3284,2018-07-07 14:50:38,Android,Buenos Aires F.D.,Buenos Aires,female
3c67a1a6,3286,2018-07-03 2:07:06,Android,Mendoza,Mendoza,male
3c719b37,3282,2018-07-02 17:26:06,Android,Buenos Aires,San Miguel,female
3c74c9a5,3287,2018-07-02 3:22:31,Android,Santiago del Estero,Santiago del Estero,male
3c778ac6,3285,2018-06-30 0:13:09,Android,Buenos Aires,Las Toninas,female
3c82d59,3288,2018-07-01 23:32:50,Android,Buenos Aires F.D.,Buenos Aires,female
3c833883,3290,2018-07-06 21:20:49,iOS,Cordoba,Oncativo,female
3c864459,3289,2018-07-04 23:03:55,Android,Santa Fe,Santa Fe,male
3c86aea6,3291,2018-07-07 18:18:00,Android,Buenos Aires,Chacabuco,male
3c882a3d,3292,2018-07-07 18:13:22,Android,Cordoba,La Playosa,male
3ca7c22b,3293,2018-07-06 2:19:02,Android,Entre Rios,Villa Angelica,male
3cac861,3294,2018-07-03 22:08:33,Android,Buenos Aires,Los Polvorines,female
3cae5c03,3297,2018-07-05 19:46:32,Android,Neuquen,Neuquén,male
3caecdc3,3296,2018-07-07 15:58:18,Android,Entre Rios,Diamante,female
3caf6c62,3295,2018-07-07 18:58:17,Android,Buenos Aires,San Fernando,male
3caf8370,3298,2018-07-01 1:33:51,Android,Cordoba,Córdoba,male
3cb15d25,3299,2018-07-01 2:50:50,Android,Buenos Aires,Esteban Echeverria,female
3cb1d3b5,3300,2018-07-01 2:22:10,Android,Cordoba,Córdoba,male
3cb5d4cd,3303,2018-06-30 23:08:06,Android,Buenos Aires,Tigre,male
3cb6f135,3304,2018-07-01 22:10:32,Android,Buenos Aires F.D.,Buenos Aires,female
3cb936c1,3302,2018-06-30 13:41:29,Android,Corrientes,Corrientes,male
3cc01e05,3301,2018-07-02 1:36:03,Android,Santa Fe,Esperanza,female
3cc1892a,3309,2018-06-30 17:24:29,Android,Cordoba,San Francisco,female
3cc23a2a,3307,2018-07-04 5:41:48,Android,Buenos Aires,Tortuguitas,female
3cc39341,3306,2018-07-07 1:03:47,Android,Salta,Salta,female
3cc46b4a,3305,2018-07-04 22:20:12,Android,Buenos Aires,Quilmes,male
3cc8504c,3310,2018-07-07 17:21:08,Android,Cordoba,Córdoba,female
3ccbc0b0,3308,2018-06-30 21:51:23,Android,Buenos Aires F.D.,Buenos Aires,male
3cd2f668,3313,2018-06-30 3:51:45,Android,Buenos Aires F.D.,Buenos Aires,female
3cd42723,3311,2018-07-01 0:59:11,Android,Tucuman,La Madrid,female
3cd941d8,3312,2018-06-30 23:22:53,Android,Neuquen,Neuquén,male
3cddc768,3314,2018-07-04 15:32:54,Android,Buenos Aires F.D.,Buenos Aires,male
3cdeb831,3315,2018-07-02 6:37:04,Android,Buenos Aires F.D.,Buenos Aires,male
3ce0e3be,3316,2018-07-01 4:22:30,Android,Entre Rios,Villa Angelica,male
3ce7eefc,3317,2018-07-04 5:10:45,Android,Chubut,Rawson,female
3cebb0b5,3318,2018-07-01 22:30:43,Android,Tucuman,San Miguel de Tucumán,male
3cec3dc0,3319,2018-07-01 22:08:40,Android,Cordoba,Etruria,female
3cec727f,3320,2018-07-04 1:03:32,Android,Chubut,Rawson,female
3cfe3404,3321,2018-07-01 21:19:53,Android,Buenos Aires,Tandil,female
3d0187a3,3322,2018-07-01 22:17:36,Android,Salta,Campo Quijano,female
3d0495a3,3323,2018-07-04 1:25:14,Android,Buenos Aires F.D.,Buenos Aires,female
3d05bbc2,3329,2018-07-01 20:55:30,Android,La Rioja,Milagro,male
3d05f8eb,3324,2018-06-30 18:12:30,Android,Buenos Aires,General Rodriguez,male
3d060f05,3327,2018-07-03 14:17:34,Android,Buenos Aires,Mariano Moreno,male
3d0614ec,3326,2018-07-04 3:47:53,Android,Entre Rios,Villa Angelica,female
3d074de7,3328,2018-07-03 3:48:56,Android,Tierra del Fuego,Rio Grande,male
3d0a50c2,3325,2018-06-30 6:15:10,Android,Cordoba,Córdoba,male
3d0bf801,3331,2018-07-06 21:59:36,Android,Buenos Aires,San Carlos de Bolivar,female
3d0ccb25,3330,2018-07-07 1:26:40,Android,Cordoba,Córdoba,female
3d0d8f69,3334,2018-07-03 21:11:32,Android,Buenos Aires,Almirante Brown,female
3d0da5bc,3333,2018-07-04 11:31:30,Android,San Luis,San Luis,male
3d0f2dda,3332,2018-07-06 1:57:31,Android,Buenos Aires F.D.,Buenos Aires,female
3d11e1b7,3335,2018-07-06 23:43:35,Android,Entre Rios,Villa Angelica,female
3d17a508,3337,2018-07-02 0:35:53,Android,Entre Rios,Federal,male
3d1bf86f,3339,2018-06-30 22:45:22,Android,Buenos Aires,Jose Maria Ezeiza,male
3d1d7880,3338,2018-07-05 3:10:53,Android,Tucuman,San Miguel de Tucumán,female
3d1eac3d,3336,2018-07-02 2:13:07,Android,Buenos Aires,Esteban Echeverria,female
3d2233d2,3342,2018-07-07 18:12:23,Android,Buenos Aires F.D.,Buenos Aires,female
3d2435c,3340,2018-07-01 20:42:49,Android,La Pampa,Santa Rosa,female
3d276390,3341,2018-07-05 12:15:41,Android,Corrientes,Corrientes,female
3d32c893,3344,2018-07-01 8:33:38,Android,Buenos Aires F.D.,Buenos Aires,male
3d44f7a7,3343,2018-06-30 20:17:27,Android,Santa Fe,Alejandra,female
3d49aaeb,3345,2018-07-03 16:19:51,Android,Santiago del Estero,Santiago del Estero,female
3d4ca165,3346,2018-07-07 5:40:22,Android,Buenos Aires,Veinticinco de Mayo,female
3d4ef303,3347,2018-06-30 0:33:28,Android,Buenos Aires F.D.,Buenos Aires,female
3d503187,3349,2018-07-07 19:12:12,Android,Entre Rios,Villa Angelica,female
3d5299a4,3348,2018-06-30 18:28:40,Android,Buenos Aires,Dolores,female
3d5376bc,3350,2018-07-06 19:19:08,Android,Buenos Aires F.D.,Floresta,male
3d59871e,3353,2018-06-30 20:22:01,Android,Mendoza,Mendoza,female
3d5f7fde,3351,2018-07-02 23:07:19,Android,Santa Fe,San Cristobal,male
3d61e16f,3355,2018-07-05 22:05:47,Android,Santa Cruz,Río Gallegos,male
3d648f,3356,2018-06-30 19:32:25,Android,San Luis,San Luis,female
3d742e8c,3354,2018-07-01 23:50:07,Android,Mendoza,San Rafael,male
3d76951f,3352,2018-06-30 17:25:14,Android,San Juan,San Juan,female
3d76e762,3357,2018-07-01 22:06:31,Android,Mendoza,Maipu,female
3d7ac8d6,3358,2018-07-07 7:06:00,Android,Chaco,Resistencia,female
3d80f979,3360,2018-07-04 19:57:52,Android,San Juan,San Juan,female
3d813ee9,3359,2018-07-07 18:09:15,Android,Salta,Salta,female
3d87e5d3,3362,2018-07-03 17:36:07,Android,Santa Cruz,Río Gallegos,female
3d8c3292,3363,2018-07-06 2:20:34,Android,Buenos Aires F.D.,Buenos Aires,male
3d8c9575,3361,2018-07-01 20:34:05,Android,Buenos Aires,Guernica,male
3d8ca2a8,3364,2018-07-05 6:34:04,Android,Tucuman,San Miguel de Tucumán,female
3d91edfa,3367,2018-07-05 3:25:39,Android,Buenos Aires F.D.,Buenos Aires,female
3d91fc08,3365,2018-07-03 4:16:06,Android,Chaco,Resistencia,female
3d94f1f7,3369,2018-07-07 3:41:17,Android,Tucuman,San Miguel de Tucumán,male
3d97572e,3368,2018-07-01 17:41:49,Android,Buenos Aires,Berazategui,male
3d97fcb8,3366,2018-07-03 16:25:46,Android,Buenos Aires,Tapiales,male
3d9a0de9,3370,2018-07-04 17:24:59,iOS,Cordoba,Brinkmann,male
3d9e6ad7,3372,2018-07-03 8:21:42,Android,Buenos Aires,Mariano Acosta,male
3da3b3d1,3373,2018-07-06 17:00:29,Android,Cordoba,La Francia,male
3da3efc1,3371,2018-06-30 14:06:36,Android,Entre Rios,Federal,female
3da48b30,3374,2018-07-05 18:33:17,Android,Buenos Aires F.D.,Buenos Aires,female
3da5da2f,3375,2018-06-30 17:26:15,Android,La Rioja,La Rioja,male
3da9f259,3380,2018-07-01 16:33:07,Android,Buenos Aires F.D.,Buenos Aires,male
3dab0d48,3379,2018-07-01 6:40:21,Android,Santa Fe,San Vicente,female
3dabd37d,3377,2018-07-03 23:25:59,Android,Salta,Joaquin V. Gonzalez,male
3dafbde6,3376,2018-06-30 19:27:02,Android,Entre Rios,Gualeguay,female
3dbc7147,3381,2018-07-07 3:35:02,Android,Buenos Aires,San Miguel,male
3dc341ed,3383,2018-06-30 0:59:25,Android,Buenos Aires,Del Viso,female
3dc5c9d2,3385,2018-07-07 18:30:08,Android,Buenos Aires,Jose Leon Suarez,male
3dc7efce,3378,2018-07-01 19:28:51,Android,Jujuy,Perico,male
3dcbfc12,3382,2018-07-04 20:32:49,Android,Cordoba,Cruz del Eje,male
3dce2ccb,3384,2018-07-04 18:02:36,Android,La Pampa,Santa Rosa,male
3dd0319e,3386,2018-06-30 19:29:50,Android,Corrientes,Corrientes,female
3dd042c6,3387,2018-07-06 11:55:24,Android,Tucuman,San Miguel de Tucumán,female
3dd41b2f,3392,2018-07-03 3:29:21,Android,Buenos Aires,Mariano Moreno,male
3dd46252,3388,2018-07-05 16:56:46,Android,Mendoza,Mendoza,male
3dd5796b,3389,2018-07-05 18:59:59,Android,Buenos Aires F.D.,Buenos Aires,male
3de2b7c8,3390,2018-06-30 1:22:51,Android,Buenos Aires,Ingeniero Otamendi,male
3de790b0,3393,2018-06-30 2:57:42,Android,Buenos Aires F.D.,Buenos Aires,female
3dec4ca5,3391,2018-06-30 2:32:49,Android,La Pampa,Colonia Baron,female
3dffc2e8,3395,2018-07-07 0:24:18,Android,San Juan,San Juan,male
3e008942,3396,2018-07-04 18:27:18,Android,Buenos Aires F.D.,Villa Devoto,male
3e04bf06,3394,2018-07-05 6:59:47,Android,Salta,Tartagal,female
3e055958,3397,2018-06-30 23:34:17,Android,Santa Fe,Capitan Bermudez,female
3e0a176f,3398,2018-07-04 18:25:56,Android,Buenos Aires,Pilar,female
3e0b600,3402,2018-07-03 18:22:14,Android,Cordoba,Río Cuarto,female
3e0e9675,3399,2018-07-03 17:04:06,Android,Buenos Aires,Pergamino,female
3e1697a4,3401,2018-07-02 14:42:48,Android,Buenos Aires,Carhue,female
3e1ada2d,3400,2018-06-30 2:29:39,Android,Misiones,Posadas,male
3e1fcd4c,3404,2018-07-03 4:05:19,Android,Buenos Aires F.D.,Buenos Aires,male
3e26c4f6,3403,2018-07-03 5:17:32,Android,Jujuy,Perico,female
3e28ae80,3405,2018-06-30 12:22:43,Android,Buenos Aires,San Justo,male
3e2a402c,3406,2018-07-03 22:24:30,Android,Buenos Aires,Bahía Blanca,female
3e2a943,3408,2018-06-30 19:17:05,Android,Corrientes,Corrientes,female
3e2e3a70,3409,2018-07-06 1:20:02,Android,Entre Rios,Villa Angelica,female
3e2f8c6e,3410,2018-06-30 22:21:25,Android,Buenos Aires,Mercedes,female
3e3040a2,3411,2018-06-30 23:48:54,Android,Buenos Aires,Villa Ballester,female
3e305fa5,3407,2018-07-04 2:15:04,Android,Buenos Aires,Wilde,male
3e319c4b,3413,2018-07-05 6:23:45,Android,Buenos Aires,San Bernardo,female
3e34eb8a,3412,2018-07-05 20:38:57,Android,Buenos Aires F.D.,Buenos Aires,female
3e35c815,3414,2018-07-01 8:10:06,Android,Buenos Aires F.D.,Buenos Aires,female
3e3b64b2,3415,2018-07-01 16:21:20,Android,Mendoza,Mendoza,female
3e3d8633,3417,2018-07-01 6:10:39,Android,Buenos Aires,San Justo,male
3e407a35,3418,2018-07-06 21:39:25,Android,Buenos Aires,Ascension,female
3e41313e,3419,2018-07-06 21:13:04,Android,Buenos Aires,Lomas de Zamora,male
3e41b2b3,3416,2018-07-03 22:42:32,Android,Cordoba,Córdoba,male
3e41d0b4,3421,2018-07-05 0:55:45,Android,Mendoza,Mendoza,female
3e461b1d,3423,2018-07-07 23:26:37,Android,Tucuman,San Miguel de Tucumán,female
3e4bd986,3422,2018-07-02 18:02:00,Android,Cordoba,Córdoba,male
3e4d0b4c,3420,2018-07-04 0:37:54,Android,Tucuman,San Miguel de Tucumán,male
3e4fa79,3427,2018-06-30 3:30:12,Android,Entre Rios,Villa Angelica,female
3e5a8b73,3424,2018-07-05 0:23:00,Android,Entre Rios,Villa Angelica,female
3e5c5283,3426,2018-07-04 19:39:51,Android,Buenos Aires,Saenz Pena,female
3e5e72e9,3425,2018-07-03 21:27:30,Android,Buenos Aires,San Miguel,female
3e6021ae,3428,2018-07-02 23:54:57,iOS,Buenos Aires F.D.,Buenos Aires,female
3e6cf0b2,3429,2018-07-04 9:33:15,Android,Santa Fe,Santo Tome,male
3e6ef7e8,3430,2018-07-05 21:35:29,Android,Corrientes,Corrientes,female
3e71071c,3432,2018-07-07 5:20:18,Android,Buenos Aires,Vicente Lopez,female
3e71d946,3431,2018-07-01 0:06:03,Android,Buenos Aires F.D.,Buenos Aires,female
3e726f96,3433,2018-07-01 22:21:34,Android,Santa Fe,Gobernador Galvez,female
3e7302e7,3434,2018-07-07 21:55:39,Android,Buenos Aires,Olavarría,female
3e746995,3435,2018-07-06 21:46:44,Android,Santa Cruz,Pico Truncado,female
3e77c589,3436,2018-07-07 16:58:29,Android,San Juan,San Juan,female
3e7b0484,3437,2018-07-01 15:43:57,Android,Buenos Aires F.D.,Floresta,female
3e7ee7e6,3438,2018-07-04 20:57:10,Android,Buenos Aires F.D.,Buenos Aires,female
3e7f6558,3441,2018-06-30 23:17:30,Android,Buenos Aires,Tigre,female
3e80e84a,3439,2018-07-02 1:40:22,Android,Neuquen,Zapala,unknown
3e81011b,3440,2018-06-30 3:55:23,Android,Buenos Aires,San Andres,male
3e836fb,3442,2018-07-07 4:28:33,Android,Entre Rios,Gualeguay,male
3e876493,3443,2018-06-30 18:18:01,Android,Salta,Salta,male
3e9f5753,3444,2018-07-01 0:40:51,Android,La Pampa,Santa Rosa,male
3e9f7a2c,3445,2018-07-04 3:40:44,Android,Buenos Aires,Luis Guillon,female
3ea32139,3446,2018-07-06 23:26:11,Android,Buenos Aires,San Fernando,female
3ea43340,3447,2018-06-30 3:48:40,Android,Entre Rios,Villa Angelica,male
3ea6719e,3448,2018-07-04 1:21:06,Android,Buenos Aires,San Miguel,male
3ea7e55a,3449,2018-07-06 0:07:32,Android,Tucuman,San Miguel de Tucumán,male
3eaf5943,3450,2018-07-02 17:17:34,Android,Cordoba,Córdoba,male
3eb2521c,3452,2018-07-03 4:35:09,Android,Entre Rios,Villa Angelica,female
3eb8e50b,3451,2018-07-04 2:04:58,Android,Misiones,Posadas,female
3ebc4c80,3453,2018-07-05 16:30:51,Android,Salta,Salta,male
3ebfa015,3454,2018-07-03 22:15:41,Android,Buenos Aires F.D.,Buenos Aires,male
3ec2cee6,3455,2018-06-30 3:21:42,Android,Buenos Aires,Zárate,female
3eca7637,3456,2018-07-01 22:51:07,Android,Salta,Salta,female
3ed24c75,3458,2018-07-05 23:08:48,Android,Buenos Aires,La Plata,male
3ed86506,3457,2018-07-04 1:42:11,Android,Chubut,Boca de la Zanja,male
3ed8f717,3459,2018-07-03 2:24:04,iOS,Buenos Aires,Mercedes,male
3ed92b06,3461,2018-07-02 2:07:01,Android,Cordoba,Córdoba,male
3eddad94,3463,2018-07-04 2:17:11,Android,Cordoba,Córdoba,female
3ee39b11,3460,2018-07-07 17:57:03,Android,Entre Rios,Villa Angelica,male
3eec250e,3462,2018-07-06 16:30:35,Android,Entre Rios,Paraná,female
3eec3c12,3464,2018-07-06 2:23:56,Android,Mendoza,Mendoza,female
3eef8e63,3466,2018-07-03 1:58:15,Android,Mendoza,Mendoza,male
3ef12857,3465,2018-07-02 15:33:11,Android,Misiones,Posadas,male
3ef7cc2e,3468,2018-07-03 20:56:31,Android,Formosa,Formosa,female
3efd57eb,3467,2018-07-01 18:37:56,Android,Tucuman,San Miguel de Tucumán,female
3f061c31,3470,2018-07-04 18:12:39,iOS,Corrientes,Corrientes,female
3f07af1,3469,2018-07-04 17:22:49,Android,Santa Fe,Gobernador Galvez,female
3f07d257,3472,2018-06-30 22:07:41,Android,Buenos Aires,Grand Bourg,male
3f09d069,3471,2018-07-03 18:40:12,Android,Cordoba,Córdoba,male
3f0c94b8,3474,2018-07-07 22:47:26,Android,Cordoba,Córdoba,female
3f12e574,3475,2018-07-05 0:43:58,Android,La Pampa,Santa Rosa,male
3f1347c2,3473,2018-07-05 1:24:05,Android,Chaco,Resistencia,unknown
3f14fdae,3477,2018-07-06 0:21:58,Android,Buenos Aires F.D.,Nunez,female
3f16f5e2,3476,2018-07-07 4:05:20,Android,Buenos Aires,Quilmes,female
3f172197,3479,2018-07-01 0:09:52,Android,Buenos Aires,Tandil,male
3f18439,3478,2018-07-07 0:19:50,Android,Tucuman,San Miguel de Tucumán,female
3f18c429,3480,2018-06-30 2:50:05,Android,La Rioja,Guandacol,female
3f19b3dd,3481,2018-07-07 8:37:36,Android,Mendoza,Junin,female
3f1d8960,3482,2018-07-05 2:04:27,Android,Buenos Aires F.D.,Buenos Aires,male
3f1e4349,3483,2018-07-02 22:22:13,Android,Entre Rios,Federal,female
3f28fff6,3485,2018-07-06 12:20:21,iOS,Buenos Aires,Guernica,male
3f30ecde,3487,2018-07-05 19:56:22,Android,Mendoza,Mendoza,female
3f319972,3484,2018-07-01 3:05:07,Android,Santa Fe,Rosario,female
3f3588c7,3486,2018-07-07 15:00:39,Android,Buenos Aires,Lomas de Zamora,female
3f369adc,3488,2018-07-06 0:02:04,Android,Catamarca,San Fernando del Valle de Catamarca,male
3f3ad049,3489,2018-07-03 23:35:21,Android,Buenos Aires F.D.,Buenos Aires,female
3f3ad702,3490,2018-07-07 23:38:09,Android,Entre Rios,Villa Angelica,male
3f43c2d9,3491,2018-07-03 19:56:33,Android,Neuquen,Neuquén,male
3f45af85,3492,2018-07-02 13:23:01,Android,Buenos Aires,Necochea,female
3f4c4739,3495,2018-07-06 20:44:50,Android,Buenos Aires,Hurlingham,male
3f4fe213,3497,2018-07-04 1:00:38,Android,Tucuman,San Miguel de Tucumán,male
3f4ffb11,3493,2018-07-02 1:09:10,Android,Buenos Aires,Lanus,female
3f501527,3494,2018-06-30 20:45:21,Android,Buenos Aires F.D.,Buenos Aires,female
3f5343f7,3498,2018-07-07 16:47:32,iOS,Buenos Aires,Berisso,female
3f562870,3496,2018-07-05 7:30:28,Android,Cordoba,Córdoba,male
3f56829,3500,2018-07-04 6:12:21,Android,Cordoba,Córdoba,female
3f592895,3499,2018-07-02 21:10:07,Android,Santa Cruz,El Calafate,male
3f5d5ab1,3503,2018-07-02 4:32:52,Android,Cordoba,La Playosa,female
3f61b929,3504,2018-07-04 18:44:47,Android,Buenos Aires,Moron,female
3f66c6cf,3501,2018-06-30 18:04:38,Android,Entre Rios,Villa Angelica,female
3f68b4a1,3505,2018-07-03 18:38:31,Android,Buenos Aires,Zárate,female
3f69a0da,3506,2018-06-30 18:35:52,Android,Entre Rios,Villa Angelica,male
3f6ba17b,3502,2018-07-06 18:02:50,Android,Buenos Aires,Lanus,female
3f6d20c1,3507,2018-07-07 15:44:00,Android,Buenos Aires,Tortuguitas,male
3f736274,3508,2018-07-05 2:39:19,Android,Cordoba,Córdoba,male
3f7582c6,3512,2018-07-07 19:02:31,Android,Buenos Aires,Avellaneda,female
3f7bf607,3509,2018-07-04 17:03:26,Android,Cordoba,Las Varillas,male
3f7c3b3c,3510,2018-07-07 3:07:50,Android,Cordoba,Córdoba,female
3f7ea577,3511,2018-07-07 23:10:16,iOS,Entre Rios,Paraná,male
3f81e640,3514,2018-07-02 2:39:42,Android,Buenos Aires F.D.,Buenos Aires,male
3f825e2,3515,2018-07-02 23:14:40,Android,Tucuman,San Miguel de Tucumán,male
3f83ba83,3513,2018-07-05 1:03:33,Android,Buenos Aires,Esteban Echeverria,male
3f84cadd,3516,2018-07-02 17:00:03,Android,Buenos Aires,Burzaco,male
3f87ab5d,3517,2018-07-01 19:53:44,Android,La Pampa,Santa Rosa,female
3f8a0f99,3521,2018-07-03 17:44:48,iOS,Buenos Aires F.D.,Buenos Aires,male
3f8bc42c,3520,2018-07-06 1:29:14,Android,La Pampa,Intendente Alvear,male
3f8e73ff,3519,2018-07-04 10:58:19,Android,Corrientes,Bella Vista,male
3f905782,3518,2018-07-07 15:44:00,Android,Santa Fe,Gobernador Galvez,male
3f90a2a0,3522,2018-07-04 13:44:01,Android,Buenos Aires F.D.,Buenos Aires,male
3f9552fd,3525,2018-07-04 13:35:27,Android,Tucuman,San Miguel de Tucumán,female
3f9b4da6,3523,2018-07-03 18:09:26,Android,Buenos Aires,San Antonio de Padua,female
3f9c9e17,3526,2018-07-07 23:38:11,Android,Buenos Aires,Wilde,female
3fa36033,3524,2018-07-07 22:07:50,Android,Buenos Aires,Arrecifes,male
3fa5d27d,3527,2018-07-01 18:49:24,Android,Buenos Aires,Castelar,male
3fae26c6,3528,2018-06-30 22:59:16,Android,Buenos Aires F.D.,Buenos Aires,female
3fb47c0f,3532,2018-06-30 2:51:33,Android,Buenos Aires,Florencio Varela,male
3fbe7132,3530,2018-07-07 22:57:30,Android,Salta,Salta,male
3fc03071,3529,2018-07-06 21:29:54,Android,Buenos Aires,Junín,male
3fc3576,3531,2018-07-03 3:51:48,Android,San Juan,San Juan,male
3fc49a60,3533,2018-07-07 3:34:28,Android,Entre Rios,Villa Angelica,male
3fc5f493,3536,2018-07-07 17:14:26,Android,Santa Cruz,Río Gallegos,female
3fc6cc36,3537,2018-07-02 20:46:20,Android,Santiago del Estero,Santiago del Estero,female
3fc6cee6,3535,2018-07-06 3:03:18,Android,La Pampa,General Pico,male
3fd02424,3534,2018-07-03 1:49:24,Android,Buenos Aires,Gonzalez Catan,female
3fd429f3,3538,2018-07-05 23:12:50,Android,Cordoba,Córdoba,male
3fd52cd2,3540,2018-07-02 23:49:58,Android,Buenos Aires,Merlo,male
3fe0d55a,3539,2018-07-03 10:51:06,iOS,Buenos Aires F.D.,Floresta,male
3fe15962,3541,2018-07-07 22:14:09,Android,Buenos Aires,Mar del Plata,male
3fe4564c,3542,2018-07-07 19:17:26,Android,Buenos Aires,Wilde,male
3fe843b6,3543,2018-07-03 16:36:46,Android,Buenos Aires F.D.,Buenos Aires,female
3fe9e47,3544,2018-06-30 1:36:21,Android,Corrientes,Corrientes,female
3fec4b95,3547,2018-06-30 2:37:32,Android,Buenos Aires,Bragado,female
3fed5e5e,3546,2018-07-03 2:28:24,Android,Buenos Aires,Florencio Varela,female
40008879,3548,2018-06-30 23:08:43,Android,Tucuman,San Miguel de Tucumán,female
4001c6d0,3545,2018-07-06 22:15:04,Android,Buenos Aires,San Isidro,male
4004d258,3549,2018-07-04 4:48:06,Android,Cordoba,Córdoba,female
4007b3fb,3551,2018-07-02 17:10:15,Android,Buenos Aires F.D.,Buenos Aires,female
400ab3bb,3550,2018-07-04 15:13:27,Android,Cordoba,Córdoba,male
40122ac9,3552,2018-07-07 2:11:42,Android,Entre Rios,Paraná,male
40159520,3553,2018-07-06 20:30:51,Android,Corrientes,Curuzu Cuatia,male
4017886c,3555,2018-07-03 1:48:07,Android,Buenos Aires,Ituzaingo,male
4019977e,3554,2018-07-07 3:31:58,Android,Buenos Aires F.D.,Buenos Aires,male
401a5e5b,3556,2018-07-06 21:25:44,Android,Entre Rios,Villa Angelica,male
401d221e,3559,2018-07-03 1:56:18,Android,Cordoba,Cosquin,male
40226251,3557,2018-07-07 19:03:51,Android,Mendoza,San Martin,female
4027ca63,3558,2018-07-01 3:45:37,Android,Buenos Aires F.D.,Buenos Aires,female
4.03E+39,3560,2018-07-01 6:12:19,Android,Buenos Aires,Mariano Moreno,male
40294fd8,3563,2018-07-02 13:32:57,Android,San Luis,San Luis,male
4029ee27,3561,2018-07-06 15:30:49,Android,Buenos Aires,Glew,male
402a1b55,3564,2018-07-01 15:31:06,Android,Buenos Aires,Hurlingham,female
402b0909,3565,2018-07-05 3:25:32,Android,Cordoba,Córdoba,male
402bf276,3562,2018-07-01 4:04:49,Android,Buenos Aires F.D.,Buenos Aires,female
402d9a01,3566,2018-07-02 19:37:37,Android,Buenos Aires F.D.,Buenos Aires,male
402f2eca,3567,2018-07-03 15:41:29,Android,Tucuman,San Miguel de Tucumán,female
40334203,3569,2018-07-02 2:30:43,Android,Mendoza,Mendoza,male
40351233,3570,2018-07-05 20:47:10,Android,Buenos Aires,Ramos Mejia,female
403599f8,3568,2018-07-07 0:36:05,iOS,Buenos Aires F.D.,Buenos Aires,male
403a7636,3571,2018-07-03 16:49:17,Android,Buenos Aires F.D.,Buenos Aires,male
403b2abd,3573,2018-07-05 22:31:29,Android,Chaco,Resistencia,male
403cd993,3574,2018-07-02 0:33:19,Android,Cordoba,Las Perdices,female
40419f5d,3572,2018-07-04 2:24:47,Android,Formosa,Clorinda,female
4045b8a6,3575,2018-07-03 16:37:18,Android,Santiago del Estero,Bandera,male
40486856,3576,2018-06-30 2:49:12,Android,Chaco,Resistencia,female
404a4b79,3577,2018-07-07 19:24:49,Android,Buenos Aires,San Justo,male
404ede17,3579,2018-07-02 18:59:45,Android,Misiones,Posadas,male
4.06E+63,3580,2018-07-02 4:00:28,Android,Salta,Salta,female
4056f190,3581,2018-07-07 1:46:52,Android,Buenos Aires,Florencio Varela,female
40576895,3582,2018-07-07 18:09:03,Android,Cordoba,Córdoba,male
40598c3d,3578,2018-07-06 16:56:50,Android,Buenos Aires,Olavarría,male
405b77f,3584,2018-07-02 20:11:37,Android,Buenos Aires,Libertad,male
405ce257,3585,2018-07-06 17:19:45,Android,Buenos Aires,Mariano Moreno,female
405e228e,3583,2018-07-04 7:25:33,Android,Buenos Aires F.D.,Buenos Aires,female
405e9f9e,3586,2018-07-03 17:02:05,Android,Neuquen,Neuquén,male
405ea35c,3587,2018-07-04 22:58:19,Android,La Rioja,La Rioja,female
